EXISTING_INFO_ID,PROGRAM_SITE_ID,SITE_TYPE,PROGRAM_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,URL_SITE,LOCATION_DESCRIPTION,ADDITIONAL_COMMENTS,COUNTY,CREATED_DT,UPDATED_DT
502,AGL020003903-WELL 2,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003903&assigned_name=WELL+2&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
509,AGL020003780-WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003780&assigned_name=WELL&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
522,AGL020004621-TAJENSEN_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004621&assigned_name=TAJENSEN%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
534,AGL020003644-AG_BLANCO,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003644&assigned_name=AG%5FBLANCO&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
544,AGC100000001-CCGC_0533,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0533&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
553,AGC100000001-CCGC_0475,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0475&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
566,AGL020019984-TAWYNNE1_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020019984&assigned_name=TAWYNNE1%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
567,AGL020016363-WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020016363&assigned_name=WELL&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
568,AGL020019983-LOT1-8W2_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020019983&assigned_name=LOT1%2D8W2%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
569,AGL020008223-NISSEN_IRR,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020008223&assigned_name=NISSEN%5FIRR&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
571,AGL020004610-TABLACK_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004610&assigned_name=TABLACK%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
575,AGL020017663-BALESTRA_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020017663&assigned_name=BALESTRA%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
594,AGC100000001-CCGC_0120,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0120&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
595,AGC100000001-CCGC_0537,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0537&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
601,AGL020004056-HARRIS_WHALE,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004056&assigned_name=HARRIS%5FWHALE&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
603,AGL020012462-FONTES_12,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020012462&assigned_name=FONTES%5F12&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
604,AGL020013485-AW_NEW_WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020013485&assigned_name=AW%5FNEW%5FWELL&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
631,AGL020011571-AG_SJON_MA,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020011571&assigned_name=AG%5FSJON%5FMA&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
638,AGL020020063-R28W1ACSIP,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020020063&assigned_name=R28W1ACSIP&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
640,AGL020000975-DOM,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020000975&assigned_name=DOM&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
653,AGC100000001-CCGC_0038,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0038&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
655,AGL020000967-SPIEGL DOM,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020000967&assigned_name=SPIEGL+DOM&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
658,AGL020020702-AG_BRYGGMA,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020020702&assigned_name=AG%5FBRYGGMA&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
661,AGC100000001-CCGC_0618,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0618&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
669,AGL020011567-DOM_QB,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020011567&assigned_name=DOM%5FQB&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
670,AGL020004703-RODGERS_D,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004703&assigned_name=RODGERS%5FD&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
671,AGL020002604-AG_WELL95A,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002604&assigned_name=AG%5FWELL95A&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
676,AGL020027551-AG_MORIMOT,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020027551&assigned_name=AG%5FMORIMOT&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
680,AGC100000001-CCGC_0650,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0650&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
691,AGL020011542-DOM_GT,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020011542&assigned_name=DOM%5FGT&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
692,AGL020011542-NIEL_SOUTH,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020011542&assigned_name=NIEL%5FSOUTH&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
696,AGL020003487-AG_LYONS1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003487&assigned_name=AG%5FLYONS1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
716,AGL020027896-#5 CW QVF,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020027896&assigned_name=%235+CW+QVF&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
726,AGL020005842-RUBIO-9071,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020005842&assigned_name=RUBIO%2D9071&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
730,AGL020014885-AG_MERDIAN,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020014885&assigned_name=AG%5FMERDIAN&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
731,AGL020022302-WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020022302&assigned_name=WELL&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
738,AGL020005192-DOM_WELL_S,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020005192&assigned_name=DOM%5FWELL%5FS&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
746,AGL020024042-STRAW_CYN,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020024042&assigned_name=STRAW%5FCYN&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
758,"345552119354202",Groundwater Wells,United States Geological Survey National Water Information System,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",,https://nwis.waterdata.usgs.gov/nwis/inventory/?site_no=345552119354202&agency_cd=USGS,,Opti ID 420,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
761,"345833119512301",Groundwater Wells,United States Geological Survey Groundwater Levels for the Nation,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA,"Groundwater Levels,Groundwater Storage",,"https://nwis.waterdata.usgs.gov/nwis/gwlevels/?site_no=345833119512301&agency_cd=USGS&amp;",,Opti ID 564,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
765,"350022119500801",Groundwater Wells,United States Geological Survey Groundwater Levels for the Nation,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA,"Groundwater Levels,Groundwater Storage",,"https://nwis.waterdata.usgs.gov/nwis/gwlevels/?site_no=350022119500801&agency_cd=USGS&amp;",,Opti ID 584,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
780,180/400,Remote Sensing - Other,TRE Altamira InSAR Dataset,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Land Subsidence,,https://sgma.water.ca.gov/webgis/?appid=SGMADataViewer#landsub,Approximation of middel of the subbasin used for coordinates.,Covers the entire subbasin.,Monterey,01/22/2020 14:42,01/22/2020 14:42
789,1010006-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF FOWLER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
798,1010029-007,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF SANGER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
799,1010035-006,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,DEL REY COMMUNITY SERV DIST,,Fresno,01/23/2020 14:23,01/23/2020 14:23
808,1010029-010,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF SANGER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
829,1000367-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000367,,Fresno,01/23/2020 15:08,01/23/2020 15:08
861,1000592-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000592,,Fresno,01/23/2020 15:08,01/23/2020 15:08
863,5403157-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0605403157,,Tulare,01/23/2020 15:08,01/23/2020 15:08
874,1010024-025,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
878,1010025-011,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010025,,Fresno,01/23/2020 15:08,01/23/2020 15:08
888,1000388-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000388,,Fresno,01/23/2020 15:08,01/23/2020 15:08
890,1010024-024,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
900,1010024-013,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
905,5403082-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0605403082,,Tulare,01/23/2020 15:08,01/23/2020 15:08
914,1010024-018,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
920,1000468-013,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000468,,Fresno,01/23/2020 15:08,01/23/2020 15:08
949,W0604000207-001,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604000207&assigned_name=4000207%2D001&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
952,W0604000554-001,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604000554&assigned_name=4000554-001&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
