"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional Representative District","Congressional Representative","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Bernsen Dam","Powerline Reservoir Dam","","WA00369","","WA00369","WA DFW","State","State","FR36-0369","0","STEVE T. MONEK","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.63833333","-119.0883333","Franklin","Washington","RINGOLD","13","IRRIGATION DRAINAGE","Congressional District 04, Washington","Dan Newhouse (R)","S5 T13 R30E","","","","","","","","","Irrigation","Irrigation;Recreation","Earth","Earth","Earth","Rock;Soil","15","15","15","15","Less than 25 feet","492","0","1974","1970-1979","50","50","40","10","0.5","30","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 32b","","","WA00607","","WA00607","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","TH23-0607","0","WA IRR. & DEVLP. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.77571866","-122.8239637","Thurston","Washington","CENTRALIA","5","NORTH HANAFORD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S20 T15 R1W","","","","","Mine Safety and Health Administration","Mine Safety and Health Administration","","","Flood Risk Reduction","Flood Risk Reduction;Other","Earth","Earth","Earth","Soil","27","27","27","27","25-50 feet","1000","0","1991","1990-1999","440","440","124","18","1.85","611","","0","0","0","0","","","2021-04-09","","0","Low","Fair","2016-06-15","Yes","2013-07-01","https://damsafety.org/washington"
"Sherry Lake Dam","","","WA00063","","WA00063","KMITA, BOGUSLAW & MARSHA","State","State","ST59-0063","0","WA STATE GAME DEPT.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.60237","-117.542789","Stevens","Washington","NONE","0","LITTLE PEND OREILLE RIVER","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S20 T36 R42E","","","","","","","","","Fish and Wildlife Pond","Fish and Wildlife Pond;Recreation","Other","Earth;Other","Metal","Rock;Soil","10","10","12","12","Less than 25 feet","82","0","1952","1950-1959","50","50","26","25","15.3","1000","","0","0","0","0","1996O","","2021-04-09","1998-06-15","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Butterworth Dam","","","WA00178","","WA00178","WA DEPARTMENT OF CORRECTIONS","State","State","PI15-0178","0","JOHN A. BEEMER, CONSULTANT","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.205109","-122.694354","Pierce","Washington","NONE","0","EDEN CREEK","Congressional District 10, Washington","Denny Heck (D)","S21 T20 R1E","","","","","","","","","Irrigation","Irrigation;Water Supply","Earth","Earth","Earth","Soil","51","51","61","61","51-100 feet","300","0","1949","1940-1949","2450","2450","2050","70","1.3","25","","0","0","0","0","1995O","","2021-04-09","2015-12-23","5","Significant","Poor","2015-12-22","Yes","1995-10-01","https://damsafety.org/washington"
"Moran Slough Dike","","","WA00037","","WA00037","Grant PUD","Public Utility","Public Utility","02114-04-01","1","Harza Engineering","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Federal Energy Regulatory Commission","46.6417","-119.88","Grant","Washington","Richland, WA                                      ","57","Moran Slough                  ","Congressional District 04, Washington","Dan Newhouse (R)","R23E, T31N, SEC 2","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","Earth","","11","11","13","13","Less than 25 feet","600","","1964","1960-1969","75","","75","75","0.5","","Uncontrolled","","","","","","","2021-06-14","2019-06-27","3","Low","Not Available","","Yes","","https://damsafety.org/washington"
"Patterson Lake Dam","","","WA00073","","WA00073","WOLF CREEK RECLAMATION DISTRICT","Public Utility","Public Utility","OK48-0073","0","WA ST. DIV. OF RECLAMATION","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.467268999999995","-120.251138","Okanogan","Washington","WINTHROP","3","RADER CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S8 T34 R21E","","","","","","","","","Irrigation","Irrigation;Recreation;Water Supply","Earth","Earth","Earth","Rock;Soil","32","32","32","32","25-50 feet","260","0","1924","1920-1929","4100","4100","2500","150","6.03","260","","0","0","0","0","1990O;2001O","","2021-04-09","2016-06-21","5","High","Fair","2016-06-21","No","","https://damsafety.org/washington"
"Byron Ponds Dam","","","WA00057","","WA00057","WA DFW","State","State","YA37-0057","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.193186999999995","-119.88614799999999","Yakima","Washington","PROSSER","6","TR-YAKIMA RIVER","Congressional District 04, Washington","Dan Newhouse (R)","S12 T8 R23E","","","","","","","","","Recreation","Recreation","Gravity","Gravity","Concrete","Rock;Soil","9","9","10","10","Less than 25 feet","30","0","1950","1950-1959","200","200","100","50","1.3","","","0","0","0","0","","","2021-04-09","1998-05-08","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Snoqualmie Ridge Osprey Ct Pond D1","","Snoq. Ridge Douglas Ave. Pond D1 Dam","WA01804","","WA01804","SNOQUALMIE CITY","Local Government","Local Government","KI07-1804","0","ESM ENGINEERS;FEDERAL WAY, WA","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.52724773","-121.8803589","King","Washington","SNOQUALMIE","2","UNNAMED TR. - SNOQUALMIE RIVER","Congressional District 08, Washington","Kim Schrier (D)","S35 T24 R7E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","Earth","Soil","9","9","10","10","Less than 25 feet","510","0","1998","1990-1999","18","18","1","2","7.4","44","","0","0","0","0","","","2021-04-09","2016-09-07","5","High","Fair","2016-09-07","Yes","2014-07-01","https://damsafety.org/washington"
"Deschutes Dam","Capitol Lake Dam","","WA00143","","WA00143","WA DES","State","State","TH13-0143","0","JAMES W. CAREY & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.043538999999996","-122.909116","Thurston","Washington","OLYMPIA","1","DESCHUTES RIVER","Congressional District 10, Washington","Denny Heck (D)","S46 T18 R2W","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Rock;Soil","20","20","45","45","25-50 feet","1290","0","1951","1950-1959","4300","4300","3700","270","185","","","0","0","0","0","","","2021-04-09","1998-07-24","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Bernsens 810 Reservoir Dam No. 1","","","WA00402","","WA00402","WA DFW","State","State","FR36-0402","0","MONEK ENGINEERING","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.568253999999996","-119.033092","Franklin","Washington","MESA","2","OFFSTREAM","Congressional District 04, Washington","Dan Newhouse (R)","S34 T13 R30E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","15","15","15","15","Less than 25 feet","140","0","1979","1970-1979","165","165","100","8.5","0.03","","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 8a","Widco Dam No. 8a (Formerly Dam No. 7)","","WA00293","","WA00293","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0293","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.70702186","-122.8086083","Lewis","Washington","NONE","0","TR-SOUTH HANAFORD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S9 T14 R1W","","","","","Mine Safety and Health Administration","Mine Safety and Health Administration","","","Tailings","Tailings","Earth","Earth","Earth","Soil","15","15","18","18","Less than 25 feet","530","0","1972","1970-1979","103","103","59","13","2.35","2897","","0","0","0","0","","","2021-04-09","2001-07-02","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 5","Widco Dam No. 5","","WA00292","","WA00292","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0292","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.75172303","-122.8295235","Lewis","Washington","CENTRALIA","8","TR-PACKWOOD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S29 T15 R1W","","","","","Mine Safety and Health Administration","Mine Safety and Health Administration","","","Tailings","Tailings","Earth","Earth","Earth","Soil","10","10","14","14","Less than 25 feet","2370","0","1971","1970-1979","176","176","95","44","0.07","356","","0","0","0","0","","","2021-04-09","2001-07-03","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 6b","Widco Dam No. 6b (Formerly Dam No. 2)","","WA00290","","WA00290","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0290","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.748611","-122.844741","Lewis","Washington","NONE","0","TR-HANAFORD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S32 T15 R1W","","","","","","","","","Tailings","Tailings","Earth","Earth","Earth","Soil","12","12","13","13","Less than 25 feet","160","0","1970","1970-1979","74","74","62","15","0.02","69","","0","0","0","0","1996O","","2021-04-09","2001-07-03","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Sinlahekin Dam No. 2","Reflection Pond","","WA00006","","WA00006","WA DFW","State","State","OK49-0006","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.738368","-119.671644","Okanogan","Washington","LOOMIS","6","SINLAHEKIN CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S3 T37 R25E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Rock;Soil","18","18","18","18","Less than 25 feet","248","0","1949","1940-1949","82","82","52","10","64","","","0","0","0","0","2001O","","2021-04-09","2016-10-19","5","High","Fair","2016-10-19","Yes","2016-07-01","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 20c","Widco Dam No. 20c","","WA00534","","WA00534","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","TH23-0534","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.768840999999995","-122.863742","Thurston","Washington","CENTRALIA","7","TR-HANAFORD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S19 T15 R1W","","","","","Mine Safety and Health Administration","Mine Safety and Health Administration","","","Tailings","Tailings","Earth","Earth","Earth","Soil","9","9","10","10","Less than 25 feet","4000","0","1981","1980-1989","60","60","50","16","0.1","218","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Hog Lake Dam","Deep Lake Dam","","WA00056","","WA00056","WA DFW","State","State","SP34-0056","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.373743999999995","-117.809365","Spokane","Washington","SPRAGUE","12","FISHTRAP CREEK","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S30 T22 R40E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Rock;Soil","21.8","21.8","22.400000000000002","22.400000000000002","Less than 25 feet","330","0","1957","1950-1959","540","540","280","40","48","4050","","0","0","0","0","","","2021-04-09","2015-08-10","5","High","Fair","2015-08-10","Yes","1994-09-07","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 19a","Widco Dam No. 19a","","WA00588","","WA00588","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0588","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.73123933","-122.7957096","Lewis","Washington","CENTRALIA","14","TR-PACKWOOD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S3 T14 R1W","","","","","Mine Safety and Health Administration","Mine Safety and Health Administration","","","Tailings","Tailings","Earth","Earth","Earth","Soil","10","10","13","13","Less than 25 feet","4200","0","1977","1970-1979","130","130","105","10","0.34","54","","0","0","0","0","2006O","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"North Fork Clover Creek E1 Det Basin","","","WA01776","","WA01776","PIERCE COUNTY PUBLIC WORKS","Local Government","Local Government","PI12-1776","0","KCM ENGINEERS;SEATTLE, WA","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.1368307","-122.3857824","Pierce","Washington","PARKLAND","3","N FK CLOVER CREEK","Congressional District 10, Washington","Denny Heck (D)","S14 T19 R3E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction;Other","Earth","Earth","Earth","Soil","8","8","10","10","Less than 25 feet","850","0","2000","Since 2000","170","170","40","3","1.87","749","","0","0","0","0","","","2021-04-09","2016-10-06","5","High","Fair","2016-10-06","Yes","2016-07-01","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 36","Widco Dam No. 36","","WA00572","","WA00572","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0572","0","WA IRR. & DEVEL. CO","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.755998","-122.835372","Lewis","Washington","CENTRALIA","6","HANAFORD CREEK-OFFSTREAM","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S29 T15 R1W","","","","","","","","","Tailings","Tailings","Earth","Earth","Earth","Soil","10","10","13","13","Less than 25 feet","3300","0","1989","1980-1989","130","130","57","32","0.1","120","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 44","Widco Dam No. 44","","WA00584","","WA00584","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0584","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.741797","-122.822017","Lewis","Washington","CENTRALIA","12","TR-PACKWOOD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S33 T15 R1W","","","","","","","","","Tailings","Tailings","Earth","Earth","Earth","Unlisted/Unknown","8","8","19","19","Less than 25 feet","106","0","1975","1970-1979","325","325","180","28","1.58","115","","0","0","0","0","1995O","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Three Rivers Mill Pond Dam","","","WA00204","","WA00204","HAMPTON LUMBER MILLS WA INC","Private","Private","SN04-0204","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.266498","-121.597903","Snohomish","Washington","NONE","0","SAUK RIVER-OFFSTREAM","Congressional District 01, Washington","Suzan K. DelBene (D)","S13 T32 R9E","","","","","","","","","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond","Earth","Earth","Earth","Soil","8","8","10","10","Less than 25 feet","1000","0","1946","1940-1949","56","56","42","7","0.2","","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Milles Lake Dam","","","WA01788","","WA01788","WA DFW","State","State","OK48-1788","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.392323","-120.184619","Okanogan","Washington","TWISP","4","UNNAMED TR. -TWISP R.","Congressional District 04, Washington","Dan Newhouse (R)","S2 T33 R21E","","","","","","","","","Fish and Wildlife Pond","Irrigation;Fish and Wildlife Pond","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","6","6","6","6","Less than 25 feet","250","0","1950","1950-1959","80","80","60","8","1.1","172","","0","0","0","0","","","2021-04-09","2018-08-14","5","High","Fair","2018-08-14","Yes","2019-12-12","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 36a","Widco Dam No. 36a","","WA00573","","WA00573","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0573","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.754937","-122.82982","Lewis","Washington","CENTRALIA","6","HANAFORD CREEK-OFFSTREAM","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S29 T15 R1W","","","","","","","","","Tailings","Tailings","Earth","Earth","Earth","Soil","12","12","14","14","Less than 25 feet","2150","0","1989","1980-1989","90","90","56","18","0.1","120","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 8","Widco Dam No. 8","","WA00294","","WA00294","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0294","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.70515368","-122.812207","Lewis","Washington","CENTRALIA","10","TR-SOUTH HANAFORD CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S16 T14 R1W","","","","","Mine Safety and Health Administration","Mine Safety and Health Administration","","","Tailings","Tailings","Earth","Earth","Earth","Soil","12","12","12","12","Less than 25 feet","470","0","1972","1970-1979","84","84","15","13","2.49","1310","","0","0","0","0","","","2021-04-09","2001-07-03","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
