provider_id,nhdpv2_COMID,nhdpv2_REACHCODE,nhdpv2_REACH_measure,Type_HUC12,Type_Gages,Type_TE,Type_NID,Type_WBIn,Type_WBOut,Type_Conf,Dam Name,Other Names,Former Names,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude,Longitude,County,State,City,Distance to Nearest City (Miles),River or Stream Name,Congressional Representative District,Congressional Representative,"Section, Township, or Range Location",Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks,Lock Width (Ft),Years Modified,Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL
446,3321860,01030003002738,0,010300031806,NA,NA,ME00115,NA,3319884,NA,Sebasticook,Sebasticook,North Street,NA,ME00115,Newport,Local Government,Local Government,55.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.839821,-69.276004,Penobscot,Maine,NA,NA,Sebasticook,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,"Recreation;Hydroelectric;Fire Protection, Stock, Or Small Fish Pond",Concrete,Concrete,NA,NA,15,10,15,15,Less than 25 feet,128,NA,1988,1980-1989,14100,14100,10560,4288,128,NA,NA,102,NA,NA,NA,NA,NA,2021-04-02,2014-10-20,12,Low,Satisfactory,2014-10-20,Not Required,NA,https://damsafety.org/maine
451,3322518,01030003002797,0,010300032204,NA,NA,ME00106,NA,166195977,NA,Messalonskee Lake,Snow Pond Dam,NA,NA,ME00106,"Messalonskee Stream Hydro, LLC",Private,Private,02556-04-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.5399,-69.7219,Kennebec,Maine,Oakland,0,Messalonskee Stream,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Concrete,Gravity;Concrete,NA,NA,13.5,NA,NA,13.5,Less than 25 feet,162,NA,1992,1990-1999,110000,110000,110000,3600,177,2400,Controlled,104,NA,NA,NA,NA,Tainter (radial),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2019-01-08,https://damsafety.org/maine
452,3325556,01030003002853,0,010300032305,NA,NA,ME00096,NA,3325032,NA,Cobbosseecontee Outlet,Cobbosseecontee Outlet,Number  8,NA,ME00096,Manchester,Local Government,Local Government,92.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.278644,-69.886796,Kennebec,Maine,NA,NA,Cobboseecontee Stream,"Congressional District 01, Maine",Chellie Pingree (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Recreation;Other,Concrete,Rockfill;Concrete,Concrete;Unlisted/Unknown,NA,14,14,14,14,Less than 25 feet,191,NA,1900,1900-1909,67000,67000,50750,6960,114,NA,NA,29,NA,NA,NA,1986,NA,2021-04-02,2019-10-09,6,Significant,Fair,2019-10-09,Yes,2020-09-22,https://damsafety.org/maine
456,3319188,01030003002999,0,010300030106,NA,NA,ME00089,NA,NA,NA,Wyman,NA,NA,NA,ME00089,Brookfield Renewable Power Inc. NYRO,Private,Private,02329-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,45.069742,-69.906313,Somerset,Maine,Bingham,1,Kennebec River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Earth,Earth;Gravity;Concrete,NA,NA,155,NA,NA,155,Greater than 100 feet,3054,NA,1930,1930-1939,208910,208910,208910,3240,2619,59630,Controlled,430,NA,NA,NA,NA,Tainter (radial);Needle;Slide (sluice gate);Other Controlled,2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2019-12-23,https://damsafety.org/maine
458,19336191,01040001000006,10.75794,010400010607,01054000,NA,NH00191,NA,NA,NA,Gorham,NA,NA,NA,NH00191,NA,Not Listed,Not Listed,02311-01-01,1,NA,NA,Yes,Yes,NHDES DAM BUREAU,Yes,Yes,Yes,Federal Energy Regulatory Commission,44.4084,-71.1952,Coos,New Hampshire,Gorham,1,Androscoggin River,"Congressional District 02, New Hampshire",Ann M. Kuster (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Rockfill;Earth;Timber Crib,NA,NA,24,NA,NA,24,Less than 25 feet,775,NA,1904,1900-1909,370,370,370,45,1384,47500,Uncontrolled,300,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2019-06-04,3,Low,Not Available,NA,Not Required,2018-12-27,https://damsafety.org/new-hampshire
480,19334021,01040001003431,0,010400010110,NA,NA,ME00025,NA,166421080,NA,Middle Dam,NA,NA,NA,ME00025,NA,Not Listed,Not Listed,11834-02-01,2,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.7759,-70.9207,Oxford,Maine,Errol,11,Rapid River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Rockfill;Buttress;Earth,Metal,Soil,22,NA,NA,22,Less than 25 feet,1004,NA,1883,Before 1900,130738,130738,130738,7470,472,25773,Controlled,244,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2019-12-23,https://damsafety.org/maine
481,166421074,01040001003439,0,010400010109,NA,NA,ME00026,NA,NA,NA,Upper Dam,NA,NA,NA,ME00026,NA,Not Listed,Not Listed,11834-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.881800000000005,-70.864,Oxford,Maine,Errol,11,Rapid River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Rockfill;Buttress;Earth,Metal,Soil,25,NA,NA,25,25-50 feet,1500,NA,1883,Before 1900,192039,192039,192039,15741,382,22754,Controlled,200,NA,NA,NA,NA,Tainter (radial);Slide (sluice gate),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2019-12-23,https://damsafety.org/maine
485,6714591,01040002000007,10.44906,010400021005,NA,NA,ME00004,NA,NA,NA,Worumbo,Durham Dam,NA,NA,ME00004,NA,Not Listed,Not Listed,03428-01-01,1,E. C. Jordan Company,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,43.9939,-70.06360000000001,Androscoggin,Maine,Lisbon,0,Androscoggin River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Gravity;Concrete,Unlisted/Unknown;Unlisted/Unknown,Rock,17,NA,NA,17,Less than 25 feet,870,NA,1988,1980-1989,1700,1700,1700,190,3370,136735,Controlled,870,NA,NA,NA,NA,Slide (sluice gate);Other Controlled,2021-06-14,2019-07-25,3,Low,Not Available,NA,Not Required,2020-12-03,https://damsafety.org/maine
490,6710307,01040002000031,0,010400020505,NA,NA,ME00011,NA,NA,2257737,Riley,NA,NA,NA,ME00011,Eagle Creek Renewable Energy NYRO,Private,Private,02375-04-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.502436,-70.250136,Franklin,Maine,Jay,2,Androscoggin River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Timber Crib,Rockfill;Timber Crib,Concrete,Rock;Soil,23,NA,NA,23,Less than 25 feet,757,NA,1897,Before 1900,2000,2000,2000,578,2440,64000,Uncontrolled,649,NA,NA,NA,NA,NA,2021-06-14,2017-06-27,3,Low,Not Available,NA,Not Required,2020-12-01,https://damsafety.org/maine
506,6716131,01040002000158,4.63325,010400020910,NA,NA,ME00401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,6716131,01040002000158,4.63325,010400020910,NA,NA,ME83013,NA,NA,NA,Barker Mill Upper,NA,NA,NA,ME83013,KEI (Maine) Power Management (III) LLC,Private,Private,03562-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.0786,-70.2354,Androscoggin,Maine,Auburn,1,Little Androscoggin River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Masonry,Masonry;Gravity,Concrete,Rock,24,NA,NA,24,Less than 25 feet,230,NA,1987,1980-1989,255,255,255,41,350,19900,Controlled,126,NA,NA,NA,NA,Tainter (radial),2021-06-14,2017-08-09,3,Low,Not Available,NA,Not Required,2018-12-10,https://damsafety.org/maine
507,6712083,01040002000163,0,010400020908,NA,NA,ME00379,NA,NA,2258217,Mechanic Falls,Marcal Dam,NA,NA,ME00379,KEI (Maine) Power Management (IV) LLC,Private,Private,11482-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.1111,-70.3917,Androscoggin,Maine,Mechanic Falls,0,Little Androscoggin River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Masonry,Masonry;Gravity;Concrete,Unlisted/Unknown;Unlisted/Unknown,Rock,15.4,NA,NA,15.4,Less than 25 feet,172,NA,1866,Before 1900,103,103,103,27,250,1000,Uncontrolled,126,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2018-05-15,3,Low,Not Available,NA,Not Required,2018-12-10,https://damsafety.org/maine
508,6711893,01040002000183,43.82375,010400020902,01057000,NA,ME00207,NA,NA,NA,Nesowadnehunk,Nesowadnehunk,Sourdnahunk,NA,ME00207,Leo T. Purrington,Private,Private,579.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,46.020018,-69.069315,Piscataquis,Maine,NA,NA,Nesowadnehunk,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Recreation;Hydroelectric;Flood Risk Reduction,Concrete,Earth;Gravity;Concrete,NA,NA,12,12,12,12,Less than 25 feet,359,NA,1930,1930-1939,11800,11800,10400,1427,14,NA,NA,NA,NA,NA,NA,1980,NA,2021-04-02,NA,12,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/maine
508,6711893,01040002000183,43.82375,010400020902,01057000,NA,ME00295,NA,NA,NA,Billings,Billings,NA,NA,ME00295,Paris,Local Government,Local Government,627.0,1,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.222494,-70.509399,Oxford,Maine,NA,NA,Little Androscoggin,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Hydroelectric;Other,Concrete,Masonry;Gravity;Concrete;Concrete,NA,NA,18,14,18,18,Less than 25 feet,300,NA,1800,Before 1900,138,138,120,22,76,NA,Uncontrolled,135,NA,NA,NA,1988,NA,2021-04-02,NA,12,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/maine
520,6712585,01040002000748,0,010400020801,NA,NA,ME00006,NA,NA,NA,Deer Rips,NA,NA,NA,ME00006,NA,Not Listed,Not Listed,02283-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,44.136229,-70.201899,Androscoggin,Maine,Lewiston - Auburn,2,Androscoggin River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Gravity;Concrete,Concrete,Rock,54,NA,NA,54,51-100 feet,939,NA,1903,1900-1909,1200,1200,1200,130,2865,105000,Uncontrolled,738,NA,NA,NA,NA,NA,2021-06-14,2018-06-26,3,Low,Not Available,NA,Yes,2018-12-27,https://damsafety.org/maine
522,6712579,01040002007735,0,010400021001,NA,NA,ME00014,NA,NA,NA,Sleeper,Sleeper,NA,NA,ME00014,Sabattus,Local Government,Local Government,161.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.122279,-70.10790999999999,Androscoggin,Maine,Sabattus,NA,Hooper Brook,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,"Recreation;Fire Protection, Stock, Or Small Fish Pond",Stone,Stone;Masonry,NA,NA,10,8,10,10,Less than 25 feet,80,NA,1850,Before 1900,4200,4200,3600,2050,34,NA,NA,73,NA,NA,NA,1961,NA,2021-04-02,2016-09-28,6,Significant,Poor,2016-09-28,Yes,2019-10-09,https://damsafety.org/maine
523,6712465,01040002008093,0,010400020604,NA,NA,ME00370,NA,NA,NA,Wayne Village,Wayne Village,Foot Bridge Dam;North Wayne Dam,NA,ME00370,Wayne,Local Government,Local Government,101.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.348133,-70.067926,Kennebec,Maine,NA,NA,0,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,"Recreation;Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond;Other",Concrete,Rockfill;Concrete,NA,NA,18,13,18,18,Less than 25 feet,133,NA,1850,Before 1900,8910,8910,6490,601,0,NA,NA,48,NA,NA,NA,1996,NA,2021-04-02,2020-07-21,12,Low,Satisfactory,2020-07-21,Not Required,NA,https://damsafety.org/maine
528,5194970,01050001000016,76.53665,010500010207,01018500,NA,ME00220,NA,NA,NA,Vanceboro,NA,NA,NA,ME00220,"Woodland Pulp, LLC",Private,Private,02492-01-01,0,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,45.569300000000005,-67.42790000000001,Washington,Maine,Vanceboro,0,St. Croix River,"Congressional District 02, Maine",NA,NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Concrete,Earth;Gravity;Concrete,Earth,Soil,20.5,NA,NA,20.5,Less than 25 feet,469,NA,1967,1960-1969,214470,214470,187100,18250,417,13400,Controlled,45,NA,NA,NA,NA,Tainter (radial),2021-06-14,2020-09-30,1,Significant,Not Available,NA,Yes,2015-12-17,https://damsafety.org/maine
552,5195024,01050001000926,0,010500010102,NA,NA,ME00221,NA,5194604,NA,Forest City,Forest City International Dam,NA,NA,ME00221,"Woodland Pulp, LLC",Private,Private,02660-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,45.664646999999995,-67.734155,Washington,Maine,Forest City,0,East Branch St. Croix River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Timber Crib,Earth;Timber Crib,Earth,Soil,12,NA,NA,12,Less than 25 feet,544,NA,1949,1940-1949,105300,105300,105300,17040,138,2400,None,0,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2019-09-18,2,Low,Not Available,NA,Yes,2015-12-17,https://damsafety.org/maine
585,2685488,01050002000680,0,010500021904,NA,NA,ME00824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,2676220,01050002002391,0,010500020501,NA,NA,ME00602,NA,NA,2253842,Sysladobsis Lake,Dobsis Dam,NA,NA,ME00602,"Woodland Pulp, LLC",Private,Private,02618-02-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,45.2115,-67.97030000000001,Washington,Maine,Grand Lake Stream,0,West Branch St. Croix River,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Earth,Earth;Gravity;Concrete,Earth,Soil,9,NA,NA,9,Less than 25 feet,250,NA,1861,Before 1900,123555,123555,123555,5400,162,1100,Controlled,10,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2018-09-27,3,Low,Not Available,NA,Not Required,NA,https://damsafety.org/maine
596,2676220,01050002002391,0,010500020501,NA,NA,ME00718,NA,NA,2253842,Chain Lake,Chain Lake,Grover,NA,ME00718,0,Private,Private,618.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.951252,-67.7116,Washington,Maine,NA,NA,Chain Lake Stream,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Other,Earth;Other,NA,NA,14,6,14,14,Less than 25 feet,105,NA,1900,1900-1909,4408,4408,2204,0,0,NA,NA,25,NA,NA,NA,NA,NA,2021-04-02,NA,12,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/maine
622,5203804,01050003006238,0,010500030101,NA,NA,ME00249,NA,NA,NA,Trues Pond,Trues Pond,NA,NA,ME00249,"Northeast Oddfellows Association, Inc.",Private,Private,404.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.376371,-69.267759,Waldo,Maine,Liberty,NA,St. George,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Fish and Wildlife Pond;Other,Concrete,Concrete,NA,NA,18,12,18,18,Less than 25 feet,125,NA,1870,Before 1900,1175,1175,1070,173,26.4,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-02,2015-10-15,12,Low,Not Rated,2015-10-15,Not Required,NA,https://damsafety.org/maine
630,2676596,01050004002577,0,010500040601,NA,NA,ME00399,NA,NA,NA,Rocky Lake,Rocky Lake,Northern,NA,ME00399,IFW/State of Maine,State,State,856.1,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.771339,-67.263572,Washington,Maine,NA,NA,Rocky Lake,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Timber Crib,Masonry;Timber Crib,NA,NA,14,10,14,14,Less than 25 feet,150,NA,1966,1960-1969,9320,9320,4200,1555,0,NA,NA,40,NA,NA,NA,NA,NA,2021-04-02,NA,12,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/maine
632,2677798,01050004002726,0,010500040402,NA,NA,ME00716,NA,NA,NA,Cathance Lake,Cathance Lake,NA,NA,ME00716,IFW/State of Maine,State,State,380.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,44.938007,-67.38021599999999,Washington,Maine,NA,NA,Cathance Stream,"Congressional District 02, Maine",Jared F. Golden (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish and Wildlife Pond,Fish and Wildlife Pond;Recreation;Other,Timber Crib,Earth;Timber Crib;Other,NA,NA,7,7,7,7,Less than 25 feet,1437,NA,1980,1980-1989,23508,23508,19980,2900,0,NA,NA,4,NA,NA,NA,NA,NA,2021-04-02,NA,12,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/maine
634,2677776,01050004002781,0,010500040501,NA,NA,ME00168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,6719049,01060001000239,0,010600010104,NA,NA,ME00329,166421058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,6721531,01060001000379,0,010600010401,NA,NA,ME00311,NA,NA,NA,Stroudwater River,Stroudwater River,NA,NA,ME00311,Portland,Local Government,Local Government,441.0,0,NA,NA,Yes,Yes,MEMA,Yes,Yes,Yes,Maine,43.656488,-70.31069099999999,Cumberland,Maine,NA,NA,Stroudwater River,"Congressional District 01, Maine",Chellie Pingree (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Recreation;Hydroelectric;Other,Concrete,Masonry;Gravity;Concrete,NA,NA,16,16,16,16,Less than 25 feet,60,NA,1849,Before 1900,180,180,152,27,0,NA,NA,NA,NA,NA,NA,1989,NA,2021-04-02,NA,12,Low,Fair,2013-07-15,Not Required,NA,https://damsafety.org/maine
658,6724973,01060001001472,0,010600010110,01064000,NA,ME00070,NA,6719717,NA,Eel Weir,NA,NA,NA,ME00070,S.D. Warren Company,Private,Private,02984-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,43.830200000000005,-70.455,Cumberland,Maine,South Windham,11,Presumpscot River,"Congressional District 01, Maine",Chellie Pingree (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply;Flood Risk Reduction,Masonry,Masonry;Earth;Gravity,Unlisted/Unknown,Rock,22,NA,NA,22,Less than 25 feet,1310,NA,1879,Before 1900,330000,330000,330000,28771,441,8800,Uncontrolled,115,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2020-12-23,https://damsafety.org/maine
668,9311929,01060002000123,0,010600020105,NA,NA,NH00580,NA,NA,2266286,Goodrich Falls Dam,NA,NA,NA,NH00580,FRANKLIN FALLS HYDRO CORP,Private,Private,NA,0,NA,NA,Yes,Yes,NHDES DAM BUREAU,Yes,Yes,Yes,New Hampshire,44.1261,-71.1905,Carroll,New Hampshire,BARTLETT,0,ELLIS RIVER,"Congressional District 01, New Hampshire",Chris Pappas (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Hydroelectric,Concrete,Concrete,Unlisted/Unknown,Unlisted/Unknown,25,0,0,25,25-50 feet,150,0,1935,1930-1939,25,25,25,3,53,0,Uncontrolled,150,0,0,0,NA,NA,2021-03-29,2019-06-04,6,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/new-hampshire
695,9314557,01060002002419,0,010600021006,NA,NA,ME00039,NA,NA,NA,Ledgemere,Lake Arrowhead Dam,NA,NA,ME00039,"Ledgemere Hydro, LLC",Private,Private,08788-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,43.6649,-70.7231,York,Maine,Limerick,0,Little Ossipee River,"Congressional District 01, Maine",Chellie Pingree (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Timber Crib,Rockfill;Earth;Timber Crib,Unlisted/Unknown,Rock,25,NA,NA,25,25-50 feet,398,NA,1905,1900-1909,6300,6300,6300,1100,157,10400,Controlled,180,NA,NA,NA,NA,Flap,2021-06-14,2019-07-23,1,Significant,Not Available,NA,Yes,2020-12-03,https://damsafety.org/maine
699,5844770,01060003000092,13.12135,010600030506,NA,NA,NH00127,NA,NA,NA,Somersworth,Stone Dam,NA,NA,NH00127,NA,Not Listed,Not Listed,03820-01-01,1,NA,NA,Yes,Yes,NHDES DAM BUREAU,Yes,Yes,Yes,Federal Energy Regulatory Commission,43.2648,-70.86370000000001,Strafford,New Hampshire,Somersworth,0,Salmon Falls River,"Congressional District 01, New Hampshire",Chris Pappas (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,"Hydroelectric;Water Supply;Fire Protection, Stock, Or Small Fish Pond",NA,Masonry;Gravity,NA,NA,16.5,NA,NA,16.5,Less than 25 feet,400,NA,1929,1920-1929,377,377,377,55,218,8000,Uncontrolled,287,NA,NA,NA,NA,NA,2021-06-14,2018-07-25,2,Significant,Not Available,NA,Not Required,2015-01-06,https://damsafety.org/new-hampshire
701,5844632,01060003000237,0,010600030401,NA,NA,ME00581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,5846084,01060003001657,0,010600030201,NA,NA,ME00053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
